colour	x	y	key	showSelected1	showSelected2	showSelected3	PANEL	fill
#00BFFF	0.5	0	1	100	20	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	21	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	22	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	23	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	24	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	25	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	26	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	27	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	28	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	29	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	30	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	31	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	32	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	33	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	34	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	35	OPART	2	#00BFFF
#00BFFF	0.5	0	1	100	36	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	37	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	38	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	39	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	40	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	41	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	42	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	43	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	44	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	45	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	46	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	47	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	48	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	49	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	50	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	51	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	52	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	53	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	54	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	55	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	56	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	57	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	58	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	59	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	60	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	61	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	62	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	63	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	64	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	65	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	66	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	67	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	68	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	69	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	70	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	71	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	72	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	73	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	74	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	75	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	76	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	77	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	78	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	79	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	80	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	81	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	82	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	83	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	84	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	85	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	86	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	87	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	88	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	89	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	90	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	91	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	92	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	93	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	94	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	95	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	96	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	97	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	98	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	99	OPART	2	#00BFFF
#00BFFF	25.5	0	1	100	100	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	1	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	2	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	3	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	4	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	5	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	6	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	7	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	8	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	9	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	10	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	11	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	12	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	13	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	14	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	15	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	16	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	17	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	18	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	19	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	20	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	21	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	22	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	23	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	24	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	25	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	26	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	27	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	28	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	29	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	30	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	31	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	32	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	33	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	34	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	35	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	36	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	37	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	38	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	39	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	40	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	41	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	42	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	43	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	44	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	45	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	46	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	47	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	48	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	49	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	50	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	51	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	52	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	53	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	54	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	55	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	56	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	57	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	58	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	59	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	60	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	61	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	62	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	63	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	64	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	65	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	66	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	67	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	68	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	69	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	70	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	71	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	72	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	73	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	74	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	75	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	76	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	77	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	78	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	79	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	80	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	81	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	82	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	83	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	84	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	85	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	86	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	87	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	88	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	89	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	90	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	91	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	92	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	93	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	94	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	95	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	96	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	97	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	98	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	99	OPART	2	#00BFFF
#00BFFF	0.5	0	1	1000	100	OPART	2	#00BFFF
